,Localização,Número Banheiros,Número Camas,Número Comentários,Número Hóspedes,Taxa,Jacuzzi,Piscina,Semana_do_ano,Academia,Permitido animais,Preço/Noite
78,0.01876930387265384,1,2,43,4,0.0,0,0,12,0,0,160.0
79,0.0009503444998812071,4,11,22,8,109.5,0,1,10,0,0,629.0
80,0.00047517224994060353,2,6,3,8,49.5,0,0,8,0,0,245.0
81,0.08885721073889286,1,5,71,8,55.0,0,0,16,0,0,173.0
82,0.004989308624376337,2,6,27,6,80.0,0,1,7,0,0,582.0
83,0.018294131622713237,2,5,22,8,100.0,0,0,9,0,0,253.0
84,0.0007127583749109052,2,10,16,10,0.0,0,0,10,0,1,171.0
85,0.08885721073889286,1,3,88,4,0.0,0,0,14,0,0,183.0
86,0.05203136136849608,1,1,12,2,34.5,0,0,12,0,1,108.0
87,0.005939653124257543,3,4,34,10,74.9999999999999,0,1,10,0,0,581.0
88,0.057020669992872426,1,1,7,4,65.0,0,0,9,0,0,374.0
89,0.08885721073889286,1,1,12,4,40.0,0,0,7,0,1,131.0
90,0.057020669992872426,2,2,30,6,40.0,0,0,7,0,0,434.0
91,0.08885721073889286,1,3,88,4,40.0,0,0,13,0,0,183.0
92,0.06319790924210028,1,1,25,4,0.0,0,0,9,0,0,171.0
93,0.015205511998099313,1,1,8,2,50.0,0,0,11,0,1,104.0
94,0.06319790924210028,1,2,4,4,67.0,0,0,4,0,0,237.0
95,0.014492753623188406,1,3,28,6,12.0,0,0,13,0,1,139.0
96,0.0016631028747921119,1,5,8,6,12.0,0,0,12,0,0,343.0
97,0.01235447849845569,1,2,8,4,60.0,0,0,12,0,0,111.0
98,0.00688999762413875,1,1,46,5,0.0,0,0,12,1,1,171.0
99,0.02946067949631741,1,4,42,6,0.0,0,0,15,0,1,171.0
100,0.0016631028747921119,1,4,32,6,25.0,0,1,8,0,1,232.0
101,0.0071275837491090515,1,1,32,5,62.5,0,0,8,0,0,240.0
102,0.033499643620812536,1,2,16,4,0.0,0,0,4,0,0,209.0
103,0.0009503444998812071,1,2,32,2,0.0,0,1,10,0,0,109.0
104,0.0035637918745545258,1,3,8,6,39.5,0,0,12,0,0,149.0
105,0.026847232121644096,2,4,40,6,39.5,0,0,12,0,1,191.0
106,0.08885721073889286,1,2,78,4,67.0,0,0,7,0,0,203.0
107,0.02946067949631741,1,3,18,4,60.0,0,0,9,0,0,184.0
108,0.002851033499643621,1,6,12,4,44.5,0,0,7,0,1,121.0
109,0.00974103112378237,3,11,32,12,99.99999999999987,0,1,11,0,0,676.0
110,0.02066999287241625,1,2,14,4,99.99999999999987,0,0,10,0,0,127.0
111,0.0047517224994060355,2,3,50,6,99.99999999999987,0,1,12,0,0,457.0
112,0.06319790924210028,1,2,80,4,50.0,0,0,14,0,0,161.0
113,0.029698265621287717,2,3,106,6,85.0,0,0,13,0,0,206.0
114,0.08885721073889286,1,2,16,4,60.0,0,0,10,0,0,214.0
115,0.026847232121644096,1,1,15,2,39.5,0,1,12,0,0,191.0
116,0.011879306248515086,2,2,50,6,69.5,0,1,10,0,0,216.0
117,0.015205511998099313,1,2,6,4,54.5,0,0,7,0,0,134.0
118,0.002851033499643621,3,9,12,12,49.5,0,1,10,0,0,321.0
119,0.0033262057495842237,1,1,154,4,40.0,0,1,8,0,0,131.0
120,0.057020669992872426,1,2,23,4,75.0,0,0,15,0,0,216.0
121,0.0030886196246139226,5,6,6,8,134.5,0,1,10,0,0,807.0
122,0.010453789498693276,1,2,39,2,75.0,0,0,7,1,0,158.0
123,0.033499643620812536,1,1,41,2,54.5,0,0,13,0,0,145.0
124,0.015205511998099313,1,1,36,4,70.0,0,0,8,0,0,158.0
125,0.009028272748871463,1,2,14,6,74.5,0,1,12,0,0,285.0
126,0.033499643620812536,1,1,42,2,55.0,0,0,12,0,0,139.0
127,0.02257068187217866,1,4,34,4,55.0,0,1,7,0,0,184.0
128,0.057020669992872426,2,2,13,4,55.0,0,1,16,0,0,256.0
129,0.00974103112378237,4,16,27,16,129.5,1,0,10,0,0,578.0
130,0.0137799952482775,1,1,92,2,129.5,0,1,9,0,0,206.0
131,0.05203136136849608,1,2,21,4,24.5,0,1,14,0,1,164.0
132,0.00546448087431694,1,2,29,3,25.0,0,1,12,0,0,145.0
133,0.002613447374673319,3,3,16,6,75.0,0,0,10,0,0,298.0
134,0.004989308624376337,1,3,97,4,40.0,0,0,8,0,1,188.0
135,0.03183654074602043,1,0,12,6,0.0,0,0,7,0,1,197.0
136,0.01805654549774293,1,1,5,2,29.5,0,1,12,0,0,158.0
137,0.06319790924210028,1,2,7,4,67.0,0,0,10,0,0,187.0
138,0.026847232121644096,1,3,3,4,80.0,0,0,6,0,1,228.0
139,0.0007127583749109052,1,6,59,6,75.0,0,1,7,0,0,467.0
140,0.05203136136849608,2,4,45,5,24.5,0,1,11,0,0,261.0
141,0.033499643620812536,1,1,41,2,54.5,0,0,11,0,0,145.0
142,0.006177239249227845,1,3,35,6,44.5,0,0,12,0,0,161.0
143,0.00047517224994060353,2,8,22,10,74.5,0,1,12,0,0,730.0
144,0.012116892373485387,2,4,7,5,100.0,0,0,6,0,0,470.0
145,0.06319790924210028,1,1,24,4,65.0,0,0,15,0,0,327.0
146,0.03183654074602043,3,7,26,6,59.5,0,0,11,0,0,237.0
147,0.05203136136849608,1,2,61,5,59.5,0,0,11,0,0,102.0
148,0.02257068187217866,1,3,46,6,59.5,0,0,12,0,1,200.0
149,0.08885721073889286,2,3,58,4,74.5,0,1,4,0,0,553.0
150,0.018294131622713237,1,3,135,4,0.0,0,0,10,0,0,123.0
151,0.015205511998099313,1,3,29,4,20.0,0,0,7,0,0,248.0
152,0.06319790924210028,1,2,6,4,67.5,0,0,6,0,0,214.0
153,0.01876930387265384,1,2,6,4,60.0,0,0,11,0,0,191.0
154,0.05203136136849608,1,1,12,4,60.0,0,0,11,0,1,214.0
155,0.004514136374435733,1,1,64,2,42.5,0,1,9,1,0,99.0
156,0.057020669992872426,1,2,9,4,39.5,0,0,9,0,0,263.0
157,0.02066999287241625,1,2,23,4,55.0,0,0,12,0,0,236.0
158,0.06319790924210028,2,2,14,4,59.5,0,0,7,1,0,198.0
159,0.05203136136849608,2,4,45,5,24.5,0,1,10,0,0,261.0
160,0.02066999287241625,1,1,13,2,49.5,0,0,9,0,0,293.0
161,0.04276550249465432,1,3,75,4,40.0,0,0,11,0,1,211.0
162,0.033499643620812536,1,3,87,4,40.0,0,0,15,0,0,348.0
163,0.057020669992872426,1,2,9,4,39.5,0,1,11,0,0,263.0
164,0.0019006889997624141,1,1,8,2,0.0,0,1,10,1,0,160.0
165,0.06319790924210028,1,2,4,3,69.5,0,0,13,0,0,144.0
166,0.009028272748871463,2,9,25,13,74.5,0,1,9,0,0,559.0
167,0.006177239249227845,1,3,35,6,44.5,0,0,10,0,1,178.0
168,0.014492753623188406,2,4,7,6,39.5,0,0,12,0,1,223.0
169,0.02946067949631741,1,4,4,7,50.0,0,0,12,0,1,147.0
170,0.08885721073889286,1,1,54,4,49.0,0,0,4,0,0,207.0
171,0.04276550249465432,1,3,176,5,75.0,0,0,12,0,0,233.0
172,0.009978617248752672,1,6,8,6,50.0,0,0,10,0,1,121.0
173,0.0016631028747921119,4,4,56,6,50.0,0,0,12,0,0,685.0
174,0.01235447849845569,1,2,97,4,64.5,0,1,16,0,0,295.0
175,0.0019006889997624141,1,1,23,6,40.0,0,0,12,0,0,234.0
176,0.02946067949631741,1,3,38,4,24.5,0,1,6,0,0,175.0
177,0.02946067949631741,2,5,22,8,45.0,0,0,10,0,0,189.0
178,0.00688999762413875,1,1,46,5,0.0,0,0,7,1,1,171.0
179,0.00546448087431694,5,8,3,15,0.0,0,1,11,0,1,913.0
180,0.00546448087431694,1,2,29,3,25.0,0,1,11,0,0,145.0
181,0.04276550249465432,3,5,51,5,140.0,0,1,4,0,0,847.0
182,0.033499643620812536,1,2,11,2,34.5,0,0,10,0,0,108.0
183,0.0066524114991684475,1,3,17,6,75.0,0,1,8,0,0,410.0
184,0.004989308624376337,3,4,9,6,74.5,0,1,10,0,0,559.0
185,0.011879306248515086,1,3,41,4,0.0,0,1,10,0,0,137.0
186,0.08885721073889286,1,1,167,2,80.5,0,0,6,0,0,238.0
187,0.009978617248752672,2,4,18,4,80.5,0,0,9,0,0,223.0
188,0.03183654074602043,1,2,19,6,69.5,0,0,6,0,1,193.0
189,0.08885721073889286,1,2,26,4,65.0,0,1,8,0,0,403.0
190,0.026847232121644096,1,1,15,2,39.5,0,1,13,0,0,232.0
191,0.033499643620812536,1,2,11,2,34.5,0,0,4,0,1,131.0
192,0.057020669992872426,1,2,51,4,39.5,0,0,12,1,0,263.0
193,0.009978617248752672,1,6,38,6,39.5,0,0,11,0,0,103.0
194,0.015443098123069612,1,5,50,6,0.0,0,0,11,0,0,422.0
195,0.0011879306248515089,2,5,3,7,49.5,0,0,10,0,0,201.0
196,0.04276550249465432,3,7,34,6,109.5,0,1,10,0,0,233.0
197,0.00546448087431694,1,4,15,5,49.5,0,1,11,0,0,350.0
198,0.01805654549774293,1,1,3,2,29.5,0,1,9,0,0,158.0
199,0.057020669992872426,1,1,7,4,64.5,0,0,10,0,0,356.0
200,0.029698265621287717,2,3,106,6,84.5,0,0,12,0,0,195.0
201,0.03183654074602043,3,7,26,6,59.5,0,0,12,0,0,237.0
202,0.08885721073889286,1,2,81,4,60.0,1,0,9,0,0,545.0
203,0.029698265621287717,1,1,23,5,39.5,0,0,11,0,0,177.0
204,0.002138275124732716,1,1,4,6,59.5,0,0,8,0,0,203.0
205,0.08885721073889286,1,2,31,4,59.5,0,0,11,0,0,226.0
206,0.02257068187217866,1,3,46,6,59.5,0,0,8,0,1,200.0
207,0.03183654074602043,2,4,27,6,55.0,0,0,15,0,0,179.0
208,0.08885721073889286,1,2,87,4,29.5,0,0,11,0,0,176.0
209,0.06319790924210028,2,4,5,5,64.5,1,0,4,0,0,475.0
210,0.011879306248515086,2,2,9,8,34.5,0,0,12,0,0,154.0
211,0.002613447374673319,1,4,109,10,34.5,0,0,9,0,1,256.0
212,0.01805654549774293,1,2,24,3,25.0,0,1,11,0,0,162.0
213,0.0066524114991684475,1,4,6,5,25.0,0,0,10,0,0,410.0
214,0.08885721073889286,1,2,81,4,60.0,0,1,9,0,0,545.0
215,0.0014255167498218105,1,3,16,4,60.0,0,0,8,0,0,206.0
216,0.08885721073889286,1,2,16,4,60.0,0,0,9,0,0,208.0
217,0.02066999287241625,1,2,14,4,60.0,0,0,13,0,0,127.0
218,0.002613447374673319,1,4,109,10,60.0,0,0,11,0,1,256.0
219,0.05203136136849608,1,2,61,5,60.0,0,0,9,0,1,102.0
220,0.00688999762413875,1,5,20,6,75.0,0,0,11,0,0,182.0
221,0.0023758612497030173,1,3,137,4,75.0,0,0,9,0,1,87.0
222,0.06319790924210028,1,2,80,4,50.0,0,0,15,0,0,161.0
223,0.01235447849845569,1,3,22,4,0.0,0,0,4,0,0,185.0
224,0.08885721073889286,1,2,18,4,65.0,0,0,7,0,0,374.0
225,0.05203136136849608,1,0,79,6,0.0,0,0,8,0,0,137.0
226,0.026847232121644096,1,4,46,4,35.0,0,1,7,0,0,290.0
227,0.00546448087431694,2,15,47,5,0.0,0,0,11,0,0,228.0
228,0.0016631028747921119,1,1,90,3,34.5,0,0,11,0,0,108.0
229,0.01069137562366358,1,2,6,4,49.5,0,0,12,0,0,247.0
230,0.0071275837491090515,1,1,32,5,62.5,0,0,13,0,0,294.0
231,0.018294131622713237,1,2,84,4,62.5,0,0,8,0,1,160.0
232,0.00688999762413875,2,4,40,5,75.0,0,0,12,0,1,216.0
233,0.057020669992872426,1,2,23,4,75.0,0,0,12,0,0,216.0
234,0.08885721073889286,1,2,81,4,60.0,0,1,15,0,0,488.0
235,0.029698265621287717,1,1,44,4,30.0,0,0,9,0,1,112.0
236,0.00546448087431694,5,8,3,15,0.0,0,1,10,0,1,913.0
237,0.02066999287241625,1,1,13,2,49.5,0,0,12,0,0,293.0
238,0.002138275124732716,3,10,52,12,0.0,0,1,7,0,0,713.0
239,0.04276550249465432,1,5,16,6,49.5,0,0,9,0,0,233.0
240,0.004989308624376337,1,3,97,4,40.0,0,0,10,0,0,188.0
241,0.02946067949631741,1,3,41,6,40.0,0,0,7,0,1,242.0
242,0.02946067949631741,1,3,15,5,50.0,0,0,13,0,0,103.0
243,0.004514136374435733,1,1,10,2,42.5,0,1,8,1,0,99.0
244,0.02946067949631741,1,3,17,4,60.0,0,0,8,0,0,184.0
245,0.00688999762413875,1,1,26,2,25.0,0,0,4,0,0,323.0
246,0.05203136136849608,2,4,45,5,24.5,0,1,9,0,0,261.0
247,0.0035637918745545258,1,3,9,6,39.5,0,0,9,0,0,149.0
248,0.06319790924210028,1,2,7,4,67.0,0,0,10,0,0,187.0
249,0.029698265621287717,1,4,12,2,39.5,0,0,10,0,0,150.0
250,0.0023758612497030173,3,6,6,8,124.5,1,0,8,0,0,760.0
251,0.012116892373485387,2,4,48,6,70.0,0,1,7,0,0,552.0
252,0.0011879306248515089,1,1,3,2,50.0,0,0,11,0,0,167.0
253,0.0047517224994060355,1,4,5,5,0.0,0,0,15,0,0,160.0
254,0.06319790924210028,1,4,54,6,74.5,0,0,4,0,0,262.0
255,0.00047517224994060353,1,4,65,5,74.5,0,1,9,0,0,400.0
256,0.0023758612497030173,3,6,6,8,124.5,0,1,8,0,0,760.0
257,0.057020669992872426,1,2,17,2,124.5,0,0,14,1,0,206.0
258,0.06319790924210028,1,3,92,3,40.0,0,0,8,0,1,154.0
259,0.011879306248515086,1,2,18,6,44.5,0,0,10,0,0,292.0
260,0.057020669992872426,1,1,170,4,44.5,0,1,11,0,0,246.0
261,0.0007127583749109052,1,6,59,6,75.0,0,1,7,0,0,467.0
262,0.08885721073889286,1,2,81,4,60.0,0,1,11,0,0,545.0
263,0.057020669992872426,2,7,50,8,0.0,0,0,16,0,0,194.0
264,0.08885721073889286,1,2,47,4,40.0,0,0,16,0,0,503.0
265,0.05203136136849608,1,3,14,4,60.0,0,0,9,0,1,294.0
266,0.05203136136849608,2,4,53,6,75.0,0,0,12,0,1,239.0
267,0.029698265621287717,1,1,44,4,30.0,0,0,12,0,1,112.0
268,0.03183654074602043,3,7,25,6,60.0,0,0,11,0,0,254.0
269,0.02257068187217866,1,3,36,3,40.0,0,1,12,0,0,211.0
270,0.026847232121644096,1,2,5,5,45.0,0,0,10,0,0,263.0
271,0.014492753623188406,1,2,14,4,50.0,0,0,12,0,1,89.0
272,0.009028272748871463,2,9,25,13,74.5,0,1,9,0,0,559.0
273,0.00047517224994060353,1,1,281,2,74.5,0,1,7,0,0,166.0
274,0.0007127583749109052,1,10,6,12,75.0,0,0,7,0,1,182.0
275,0.08885721073889286,1,5,71,8,55.0,0,0,13,0,0,173.0
276,0.05203136136849608,1,4,78,4,40.0,0,0,16,0,1,177.0
277,0.057020669992872426,2,2,13,4,0.0,0,0,9,0,0,279.0
278,0.029698265621287717,2,3,106,6,84.5,0,0,14,0,0,195.0
279,0.08885721073889286,1,2,16,4,60.0,0,0,10,0,0,208.0
280,0.0030886196246139226,1,1,52,3,50.0,0,0,10,0,0,144.0
281,0.08885721073889286,1,2,35,4,64.5,0,0,12,0,0,356.0
282,0.004276550249465432,1,2,9,3,64.5,0,0,7,0,0,240.0
283,0.0014255167498218105,1,4,5,7,40.0,0,0,11,0,0,153.0
284,0.02257068187217866,1,5,6,6,40.0,0,0,7,1,0,183.0
285,0.026847232121644096,1,6,6,6,49.5,0,1,12,0,0,136.0
286,0.029698265621287717,1,1,4,2,39.5,0,0,7,0,0,176.0
287,0.015205511998099313,1,1,8,2,50.0,0,0,11,0,0,104.0
288,0.033499643620812536,1,2,11,2,34.5,0,0,11,0,0,108.0
289,0.08885721073889286,1,3,88,4,34.5,0,0,16,0,0,183.0
290,0.05203136136849608,1,1,36,4,29.5,0,0,12,0,0,176.0
291,0.057020669992872426,2,2,13,4,29.5,0,0,16,0,0,256.0
292,0.08885721073889286,1,1,167,2,80.5,0,0,16,0,0,183.0
293,0.05203136136849608,1,1,36,4,29.5,0,0,9,0,0,176.0
294,0.06319790924210028,1,1,24,4,29.5,0,0,14,0,0,223.0
295,0.0035637918745545258,1,3,75,4,25.0,0,0,12,0,1,127.0
296,0.06319790924210028,1,1,24,4,65.0,0,1,9,0,0,344.0
297,0.06319790924210028,1,2,4,4,67.0,0,0,4,0,0,237.0
298,0.03183654074602043,1,8,16,6,67.0,0,0,8,0,0,166.0
299,0.05203136136849608,1,0,79,6,0.0,0,0,10,0,0,137.0
300,0.015443098123069612,1,2,62,6,74.5,0,0,14,0,1,145.0
301,0.04276550249465432,3,5,51,5,140.0,0,0,4,0,0,847.0
302,0.05203136136849608,2,2,54,6,69.5,0,1,9,0,0,253.0
303,0.00047517224994060353,2,8,22,10,74.5,0,1,11,0,0,730.0
304,0.057020669992872426,1,2,51,4,39.5,0,0,12,0,0,263.0
305,0.01069137562366358,1,2,6,4,49.5,0,0,9,0,0,253.0
306,0.0030886196246139226,1,4,3,15,74.5000000000001,0,1,12,0,0,712.0
307,0.08885721073889286,1,1,167,2,80.5,0,0,6,0,0,238.0
308,0.015443098123069612,2,6,4,8,50.0,0,0,9,0,0,207.0
309,0.05203136136849608,1,2,71,6,30.0,0,0,12,0,0,187.0
310,0.05203136136849608,1,2,70,6,24.5,0,0,14,0,0,175.0
311,0.01235447849845569,1,1,16,4,24.5,0,0,4,0,0,206.0
312,0.0030886196246139226,2,8,7,10,0.0,0,0,11,0,0,351.0
313,0.06319790924210028,1,2,51,3,40.0,0,0,11,0,1,107.0
314,0.05203136136849608,1,4,22,5,39.5,0,0,10,0,0,126.0
315,0.03183654074602043,3,7,25,6,60.0,0,0,11,0,0,254.0
316,0.0040389641244951285,2,7,30,10,60.0,0,1,8,0,0,457.0
317,0.08885721073889286,2,3,33,4,89.5,0,1,4,0,0,390.0
318,0.057020669992872426,1,1,46,2,89.5,0,0,13,0,0,206.0
319,0.015443098123069612,1,2,63,6,75.0,0,0,10,0,1,136.0
320,0.0016631028747921119,1,4,32,6,25.0,0,1,9,0,1,232.0
321,0.00974103112378237,4,16,27,16,129.5,0,1,11,0,0,578.0
322,0.01235447849845569,1,2,8,4,60.0,0,0,12,0,0,111.0
323,0.04276550249465432,1,4,38,5,75.0,0,0,9,1,0,296.0
324,0.015205511998099313,1,2,32,3,75.0,0,0,12,0,0,149.0
325,0.01876930387265384,1,5,16,6,60.0,0,0,12,0,1,170.0
326,0.015205511998099313,1,2,32,3,60.0,0,0,11,0,0,149.0
327,0.05203136136849608,1,2,71,6,30.0,0,1,9,0,0,187.0
328,0.0066524114991684475,1,4,6,5,30.0,0,1,7,0,0,513.0
329,0.06319790924210028,1,2,4,4,67.0,0,0,4,0,0,237.0
330,0.06319790924210028,1,3,9,3,29.5,0,0,10,0,1,129.0
331,0.08885721073889286,1,1,109,3,40.0,0,0,6,0,0,177.0
332,0.02066999287241625,1,2,14,4,40.0,0,0,16,0,0,127.0
333,0.0019006889997624141,3,12,3,15,74.5,0,0,11,0,1,266.0
334,0.02257068187217866,1,3,64,3,40.0,0,0,10,0,0,211.0
335,0.014492753623188406,2,2,57,6,40.0,0,0,11,0,0,180.0
336,0.007840342124019958,1,3,20,4,60.0,0,0,12,0,1,214.0
337,0.009978617248752672,1,4,4,6,59.5,0,1,7,0,0,237.0
338,0.002138275124732716,3,10,52,12,0.0,0,1,8,0,0,713.0
339,0.002851033499643621,1,1,19,2,24.5,0,0,16,0,0,164.0
340,0.01876930387265384,1,4,3,4,58.0,0,0,9,0,1,106.0
341,0.0040389641244951285,1,5,12,5,75.0,0,0,15,0,0,176.0
342,0.02946067949631741,1,3,15,5,50.0,0,0,12,0,0,103.0
343,0.08885721073889286,1,3,32,4,0.0,0,0,12,0,0,171.0
344,0.0076027559990496565,2,3,31,4,75.0,0,0,7,0,0,182.0
345,0.002613447374673319,1,2,31,3,0.0,0,0,9,0,1,194.0
346,0.0009503444998812071,1,1,121,3,0.0,0,1,7,0,0,147.0
347,0.05203136136849608,2,3,70,4,75.0,0,0,10,1,0,216.0
348,0.06319790924210028,1,2,9,4,67.0,0,0,10,0,0,181.0
349,0.015205511998099313,1,1,34,4,70.0,0,0,4,0,0,181.0
350,0.057020669992872426,1,2,9,4,39.5,0,1,9,0,0,263.0
351,0.0071275837491090515,1,1,32,5,62.5,0,0,8,0,0,240.0
352,0.057020669992872426,1,2,51,4,39.5,0,1,9,0,0,263.0
353,0.01805654549774293,1,2,16,3,25.0,0,1,8,0,0,162.0
354,0.02946067949631741,1,3,35,5,25.0,0,0,8,0,0,165.0
355,0.015205511998099313,1,2,3,4,39.5,0,0,4,0,1,233.0
356,0.05203136136849608,2,4,45,5,24.5,0,1,9,0,0,261.0
357,0.02066999287241625,1,1,15,4,50.0,0,0,4,0,1,264.0
358,0.026847232121644096,1,6,6,6,49.5,0,1,11,0,0,136.0
359,0.05203136136849608,1,1,12,2,34.5,0,0,12,0,1,108.0
360,0.02257068187217866,1,3,65,3,40.0,0,0,10,0,0,211.0
361,0.03183654074602043,3,7,25,6,60.0,0,0,12,0,0,248.0
362,0.06319790924210028,1,1,24,4,0.0,0,0,13,0,0,257.0
363,0.00688999762413875,1,3,40,5,37.0,0,1,8,0,0,179.0
364,0.002613447374673319,2,7,25,6,75.0,0,0,11,0,0,296.0
365,0.04276550249465432,1,2,43,4,0.0,0,1,8,0,0,251.0
366,0.06319790924210028,1,2,21,4,65.0,0,1,7,0,0,344.0
367,0.08885721073889286,1,5,71,8,55.0,0,0,9,0,0,173.0
368,0.00974103112378237,4,16,27,16,129.5,0,1,10,0,0,578.0
