Unnamed: 0,ID,Check-In,Check-Out,Localização,titulo_2,Número Hóspedes,Número Quartos,Número Camas,Número Banheiros,Plus 1,Plus 2,Plus 3,Plus 4,Avaliação,Número Comentários,Superhost,Preço/Noite,Preço com taxas
0,20193688,2021-02-26,2021-02-28,Jardim Las Palmas,Astúrias Apto aconchegante perto da praia,2,1,1,1,Ar-condicionado,Piscina,Cozinha,Estacionamento gratuito,4.82,46,Novo preço mais baixo,228.0,456.0
1,37237280,2021-02-26,2021-02-28,Pitangueiras,Suíte Guarujá apto Frente Mar 2,7,1,4,1 e meio,Wi-Fi,Cozinha,Permitido animais,Elevador,4.67,21,Novo preço mais baixo,185.0,369.0
2,44419309,2021-02-26,2021-02-28,José Menino,Charmoso apartamento em Santos na quadra da praia,4,1,1,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.84,25,Novo preço mais baixo,171.0,342.0
3,39763299,2021-02-26,2021-02-28,José Menino,"Conforto,frente à praia do José menino/Santos",3,Estúdio,2,1,Cozinha,Permitido animais,Elevador,Vista para o mar,4.65,51,Novo preço mais baixo,108.0,296.0
4,20774709,2021-02-26,2021-02-28,"Guarujá, Pitangueiras Centro",Guarujá Centro Pitangueiras Wi-Fi,4,1,3,1,Cozinha,Estacionamento gratuito,Permitido animais,Elevador,4.49,97,Novo preço mais baixo,188.0,456.0
5,45884578,2021-02-26,2021-02-28,Itararé,"Lindo Kit Novíssimo, Pé na Areia no Itararé.",2,Estúdio,4,1,Wi-Fi,Cozinha,Elevador,Vista para as águas,5.0,12,Novo preço mais baixo,155.0,389.0
6,40939239,2021-02-26,2021-02-28,Pitangueiras,Suíte Guarujá apto Frente Mar 3,9,1,2,1 e meio,Wi-Fi,Elevador,Self check-In,Vista para o mar,5.0,15,Novo preço mais baixo,185.0,369.0
7,47586746,2021-02-26,2021-02-28,Vila Auzira,Apartamento Guarujá Asturias,6,1,1,1,Self check-In,Vista para o mar,Máquina de Lavar,Ar-condicionado,5.0,4,Novo preço mais baixo,203.0,525.0
8,21458651,2021-02-26,2021-02-28,Vila Julia,"Apto, 1 quarto, amplo, ar cond, vent , tvs, wi-fi",4,1,3,2,Wi-Fi,Elevador,Self check-In,Ar-condicionado,4.58,31,Novo preço mais baixo,182.0,514.0
9,39675737,2021-02-26,2021-02-28,Jardim Las Palmas,Apartamento sofisticado - Praia das Astúrias,6,Estúdio,4,2,Elevador,Máquina de Lavar,Ar-condicionado,Piscina,4.66,30,Novo preço mais baixo,252.0,673.0
10,43058873,2021-02-26,2021-02-28,Guarujá,"Apto na melhor parte da Enseada,pertinho do mar.",4,2,2,2,Wi-Fi,Elevador,Máquina de Lavar,Ar-condicionado,5.0,16,Novo preço mais baixo,243.0,685.0
11,41143618,2021-02-26,2021-02-28,Mongagua,Apto de 1 dorm frente ao mar com piscina no centro,6,1,3,1,Wi-Fi,Elevador,Vista para o mar,Cozinha,4.89,35,Raridade,178.0,445.0
12,45225100,2021-02-12,2021-02-14,Vila Maia,"Canto do Maluf, frente ao mar com serviço de praia",10,3,6,3,Self check-In,Vista para o mar,Ar-condicionado,Cozinha,5.0,8,Novo preço mais baixo,410.0,970.0
13,46982403,2021-02-12,2021-02-14,Balneario Cidade Atlantica,Apto Confortável e Charmoso - Guarujá,5,1,2,1,Wi-Fi,Self check-In,Vista para o mar,Ar-condicionado,4.75,4,Novo preço mais baixo,324.0,787.0
14,41104336,2021-02-12,2021-02-14,Jardim Las Palmas,"Village,  Praia doTombo, Guarujá...",6,2,4,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.96,24,Novo preço mais baixo,395.0,890.0
15,45702799,2021-02-12,2021-02-14,Guilhermina,Kit em frente a Praia da Guilhermina PG com WI-FI,4,1,3,1,Wi-Fi,Elevador,Vista para o mar,Máquina de Lavar,5.0,10,Novo preço mais baixo,209.0,483.0
16,30174112,2021-02-12,2021-02-14,Guarujá,Apt pé na areia praia do tombo Guarujá,5,1,2,2,Wi-Fi,Vista para o mar,Ar-condicionado,Cozinha,4.75,29,Novo preço mais baixo,464.0,1027.0
17,46705057,2021-02-12,2021-02-14,Nova Mirim,Apto 303 - aconchegante e a poucos metros da praia,4,1,3,1,Wi-Fi,Self check-In,Ar-condicionado,Cozinha,4.6,5,Novo preço mais baixo,203.0,406.0
18,30563875,2021-02-12,2021-02-14,Canto do Forte,Aconchegante Apartamento no Canto do forte,4,1,1,2,Wi-Fi,Elevador,Self check-In,Cozinha,4.96,46,Novo preço mais baixo,295.0,730.0
19,46866361,2021-02-12,2021-02-14,Vila Tupi,"Kitnet 150 m da praia c/ Garagem, WiFi e TV a Cabo",4,1,4,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,5.0,3,Novo preço mais baixo,142.0,401.0
20,13979594,2021-02-19,2021-02-21,São Vicente,"""Atravessou a rua... tá na praia!""",6,1,1,1 e meio,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,5.0,17,Novo preço mais baixo,123.0,365.0
21,46545728,2021-02-19,2021-02-21,Aparecida,"Pé na Areia, em frente a praia, no Embaré Santos",4,1,2,1,Wi-Fi,Ar-condicionado,Cozinha,Permitido animais,5.0,3,Novo preço mais baixo,228.0,456.0
22,22237772,2021-02-12,2021-02-14,Jardim Las Palmas,Lindo APT resort 3 quartos 2 suite 2 vaga ASTURIAS,8,3,4,4,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.72,36,Novo preço mais baixo,584.0,1366.0
23,45020057,2021-02-19,2021-02-21,José Menino,Book Santos - Unlimited 911 - Estúdio Elegância,4,1,1,1,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.89,27,Raridade,344.0,818.0
24,5930689,2021-02-12,2021-02-14,Guarujá,Apartamento 150 mts da praia da enseada -  Guarujá,6,2,5,1,Elevador,Cozinha,Estacionamento gratuito,Permitido animais,4.6,10,Novo preço mais baixo,428.0,856.0
25,29256883,2021-02-19,2021-02-21,Parque Enseada,"Guarujá , Enseada,  Proximo da Praia.",5,2,3,2 e meio,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.89,46,Novo preço mais baixo,365.0,730.0
26,29258338,2021-02-19,2021-02-21,Balneario Cidade Atlantica,Dom Pedro - Conforto e comodidade com três quartos,9,3,4,2,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.82,11,Novo preço mais baixo,243.0,636.0
27,31436143,2021-02-19,2021-02-21,Santos,BOOK SANTOS - Unlimited 1710 - Beira Mar c/ vista,4,1,2,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.89,35,Raridade,313.0,756.0
28,36032633,2021-02-26,2021-02-28,Santos,"Apt. duplex Santos,piscina int.Predi frente ao mar",5,3,4,1 e meio,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.81,48,Novo preço mais baixo,320.0,639.0
29,35255551,2021-02-26,2021-02-28,Guarujá,Charmoso apê a 50mts do mar com serviço de praia,6,1,3,1,Wi-Fi,Cozinha,Permitido animais,Elevador,4.67,42,Novo preço mais baixo,294.0,708.0
30,13480176,2021-02-19,2021-02-21,Guarujá,Flat Apart Hotel Praia da Pitangueiras Local Nobre,4,1,5,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.8,142,Novo preço mais baixo,377.0,854.0
31,23175564,2021-02-19,2021-02-21,Aparecida,"Venha viver a Natureza, prédio frente  praia",4,1,2,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.79,84,Novo preço mais baixo,154.0,388.0
32,38850866,2021-02-19,2021-02-21,Jardim Sao Miguel,Ap Enseada,5,1,1,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,5.0,28,Novo preço mais baixo,294.0,708.0
33,47517305,2021-02-19,2021-02-21,Gonzaga,Book Santos - Estanconfor 2010 - Sacada ampla com a melhor vista Mar,4,1,1,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.5,10,Raridade,356.0,841.0
34,40233559,2021-02-12,2021-02-14,Jardim Tejereba,Cobertura com jacuzzi ao lado da praia,8,3,4,4,Wi-Fi,Vista para o mar,Secadora,Jacuzzi,5.0,15,Novo preço mais baixo,1474.0,3098.0000000000005
35,30400702,2021-02-12,2021-02-14,Balneario Cidade Atlantica,Guarujá Enseada Piscina top 2 vagas serviço praia,7,3,5,2,Self check-In,Vista para as águas,Máquina de Lavar,Ar-condicionado,4.92,12,Novo preço mais baixo,411.0,1002.0
36,40155484,2021-02-12,2021-02-14,Jardim Asturias,Lindo Apartamento frente ao Mar todo decorado,6,3,4,2,Elevador,Vista para o mar,Vista para as águas,Academia,4.76,17,Novo preço mais baixo,676.0,1471.0
37,35060301,2021-02-12,2021-02-14,Casa inteira em Vila Julia,"Casa no Guarujá praia Enseada, muito aconchegante",6,2,7,3,Wi-Fi,Máquina de Lavar,Cozinha,Estacionamento gratuito,4.91,12,Novo preço mais baixo,273.0,696.0
38,40375621,2021-02-12,2021-02-14,Aparecida,"Santos, próximo da praia e do shopping, canal 5.",4,1,4,1,Wi-Fi,Elevador,Vista para o mar,Cozinha,4.22,9,Novo preço mais baixo,194.0,388.0
39,45105189,2021-02-12,2021-02-14,Vila Julia,"Top, perfeito, atrás do Casa grande, alto padrão.",8,3,8,2,Elevador,Self check-In,Máquina de Lavar,Ar-condicionado,4.89,9,Novo preço mais baixo,695.0,1570.0
40,41623975,2021-02-12,2021-02-14,Vila Clais,Apto em Resort vista para praia com sacada gourmet,6,2,10,2,Wi-Fi,Jacuzzi,Academia,Máquina de Lavar,4.95,21,Novo preço mais baixo,570.0,1139.0
41,14753152,2021-02-26,2021-02-28,Guarujá,"Apt. na Praia do Tombo, do lado do mar! Ótima loc!",6,2,4,2,Wi-Fi,Elevador,Self check-In,Vista para o mar,4.54,55,Novo preço mais baixo,279.0,668.0
42,46110784,2021-02-26,2021-02-28,Centro,Apartamento - Guarujá Pitangueiras 80M da praia,5,1,3,1,Wi-Fi,Máquina de Lavar,Cozinha,Estacionamento gratuito,4.36,11,Novo preço mais baixo,232.0,593.0
43,45222834,2021-02-26,2021-02-28,Jardim Asturias,"Apartamento pé na areia, praia das Astúrias",5,2,3,3,Wi-Fi,Self check-In,Vista para o mar,Vista para as águas,4.86,21,Novo preço mais baixo,528.0,1255.0
44,47135379,2021-02-26,2021-02-28,Embaré,Quarto e sala no Embaré Canal 4,4,1,2,1,Wi-Fi,Self check-In,Ar-condicionado,Cozinha,5.0,6,Novo preço mais baixo,134.0,377.0
45,32395774,2021-02-12,2021-02-14,Casa inteira em Balneario Cidade Atlantica,Guarujá / Condomínio Terras de São José,6,2,3,2 e meio,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.85,26,Novo preço mais baixo,638.0,1426.0
46,38637242,2021-02-12,2021-02-14,Vila Julia,Apartamento para temporada -  Enseada Guarujá,6,2,5,2,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,5.0,18,Novo preço mais baixo,414.0,1027.0
47,39535674,2021-02-19,2021-02-21,Boqueirão,Conforto na praia,4,1,4,1,Wi-Fi,Elevador,Self check-In,Vista para o mar,4.85,46,Novo preço mais baixo,290.0,650.0
48,28231284,2021-02-19,2021-02-21,Centro,"Guarujá Pitangueiras Beach , a pérola do atlântico",3,1,1,1,Elevador,Self check-In,Vista para o mar,Vista para as águas,4.79,19,Novo preço mais baixo,262.0,673.0
49,29258338,2021-02-19,2021-02-21,Balneario Cidade Atlantica,Dom Pedro - Conforto e comodidade com três quartos,9,3,4,2,Wi-Fi,Elevador,Lava-louças,Máquina de Lavar,4.82,11,Novo preço mais baixo,243.0,636.0
50,20590298,2021-02-19,2021-02-21,Jardim Santa Genoveva,APTO INTEIRO e confortável - Praia da Enseada.,6,2,5,1,Wi-Fi,Elevador,Self check-In,Cozinha,4.89,85,Novo preço mais baixo,245.0,609.0
51,30011197,2021-02-19,2021-02-21,Vila Julia,Apartamento Enseada,4,1,2,1,Wi-Fi,Elevador,Vista para o mar,Café da Manhã,4.96,49,Novo preço mais baixo,290.0,650.0
52,40868009,2021-02-12,2021-02-14,Município de Praia Grande,"Apto. fte. mar, varanda, wi-fi, roupa cama e banho",5,Estúdio,6,1,Wi-Fi,Vista para o mar,Máquina de Lavar,Cozinha,4.88,16,Novo preço mais baixo,200.0,477.0
53,29559702,2021-02-12,2021-02-14,Guarujá,Mensal- mobiliado-PItangueiras -80 m da praia 🏖.,5,3,3,1 e meio,Self check-In,Vista para o mar,Vista para as águas,Máquina de Lavar,4.95,20,Novo preço mais baixo,407.0,1000.9999999999999
54,44519268,2021-02-12,2021-02-14,Jardim Las Palmas,Cobertura entre as praias do Tombo e Asturias,5,2,4,2,Wi-Fi,Elevador,Vista para o mar,Máquina de Lavar,4.29,7,Novo preço mais baixo,470.0,1140.0
55,31146861,2021-02-12,2021-02-14,Parque Enseada,Apartamento 3 suites em Enseada - Guarujá.,6,3,10,3,Elevador,Secadora,Ar-condicionado,Piscina,4.59,22,Novo preço mais baixo,343.0,685.0
56,19094962,2021-02-12,2021-02-14,Guarujá,Quarto privativo no centro de Guarujá c/café,3,1,2,1 compartilhado,Wi-Fi,Cozinha,Café da Manhã,Elevador,4.98,62,Novo preço mais baixo,196.0,431.0
57,47057187,2021-02-12,2021-02-14,Jardim Las Palmas,✔  Suíte Privada | AC | Piscina | Perto da Praia,2,1,1,1 privado,Wi-Fi,Ar-condicionado,Piscina,Cozinha,5.0,9,Novo preço mais baixo,240.0,479.0
58,44860968,2021-02-12,2021-02-14,Centro,"Praia do Gonzaguinha, quintal de casa - SV",2,1,1,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,5.0,12,Novo preço mais baixo,119.0,308.0
59,22896213,2021-02-12,2021-02-14,Vila Julia,Praia da Enseada - Suite 2,4,1,1,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.91,90,Novo preço mais baixo,331.0,662.0
60,47000857,2021-02-12,2021-02-14,Vila Luis Antonio,APARTAMENTO FRENTE MAR PRAIA ASTURIAS,6,2,3,2,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.73,11,Raridade,414.0,1027.0
61,25402746,2021-02-12,2021-02-14,Guarujá,Apto Guarujá Enseada🤩3Dorm/Suíte➕Ar❄️➕Wi-Fi✔️ LINDO,7,3,8,2,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.98,42,Novo preço mais baixo,297.0,794.0
62,33359969,2021-02-12,2021-02-14,Jardim Tres Marias,Bela Enseada 2 dorm ar cond Lado Praia  c Piscina,6,2,2,2,Wi-Fi,Ar-condicionado,Piscina,Estacionamento gratuito,4.69,13,Novo preço mais baixo,264.0,648.0
63,39258935,2021-02-19,2021-02-21,Guarujá,Ap confortável e ótima localização,4,1,3,1,Wi-Fi,Elevador,Cozinha,Estacionamento gratuito,4.83,58,Novo preço mais baixo,236.0,542.0
64,20193688,2021-02-19,2021-02-21,Jardim Las Palmas,Astúrias Apto aconchegante perto da praia,2,1,1,1,Elevador,Ar-condicionado,Piscina,Cozinha,4.82,46,Novo preço mais baixo,206.0,411.0
65,16256715,2021-02-19,2021-02-21,Guarujá,Proximo a praia para até 6 pessoas!,6,3,4,2,Wi-Fi,Elevador,Self check-In,Ar-condicionado,4.81,58,Raridade,212.0,514.0
66,24206250,2021-02-19,2021-02-21,Vila Julia,Apartamento com varanda e ventilador na Enseada,6,2,6,1 e meio,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,4.39,46,Novo preço mais baixo,146.0,411.0
67,33075341,2021-02-19,2021-02-21,Barra Funda,"Kitnet Guarujá Centro, Pitangueiras",4,1,3,1,Elevador,Self check-In,Máquina de Lavar,Cozinha,4.62,53,Novo preço mais baixo,188.0,456.0
68,21282060,2021-02-19,2021-02-21,Guarujá,"Ampla suite casal terraço vista p.mar , ar cond.",2,2,1,2,Self check-In,Vista para o mar,Ar-condicionado,Cozinha,4.63,43,Novo preço mais baixo,131.0,412.0
69,37237280,2021-02-19,2021-02-21,Pitangueiras,Suíte Guarujá apto Frente Mar 2,7,1,4,1 e meio,Wi-Fi,Elevador,Self check-In,Vista para o mar,4.67,21,Novo preço mais baixo,194.0,387.0
70,20774709,2021-02-26,2021-02-28,"Guarujá, Pitangueiras Centro",Guarujá Centro Pitangueiras Wi-Fi,4,1,3,1,Elevador,Self check-In,Cozinha,Estacionamento gratuito,4.49,97,Novo preço mais baixo,188.0,456.0
71,29899754,2021-02-26,2021-02-28,Guarujá,Kitnete em Flat aconchegante 1 q  praia com  vista,4,Estúdio,2,1,Elevador,Self check-In,Vista para o mar,Piscina,4.72,43,Novo preço mais baixo,251.0,502.0
72,20193688,2021-02-26,2021-02-28,Jardim Las Palmas,Astúrias Apto aconchegante perto da praia,2,1,1,1,Elevador,Ar-condicionado,Piscina,Cozinha,4.82,46,Novo preço mais baixo,228.0,456.0
73,32407595,2021-02-26,2021-02-28,Parque Enseada,Apartamento 1 dormitório com piscina e lazer,6,1,1,1,Wi-Fi,Elevador,Piscina,Cozinha,4.67,12,Novo preço mais baixo,220.0,559.0
74,35083002,2021-02-26,2021-02-28,Pitangueira,"Apartamento bem localizado, no Guarujá !!!!",4,1,3,1,Wi-Fi,Elevador,Self check-In,Máquina de Lavar,4.69,55,Novo preço mais baixo,211.0,511.0
75,39646858,2021-02-26,2021-02-28,Centro,AP 52 • 01 QUADRA DA PRAIA DAS PITANGUEIRAS,4,2,2,1,Wi-Fi,Elevador,Self check-In,Vista para o mar,4.71,41,Raridade,237.0,593.0
76,33687829,2021-02-12,2021-02-14,Gonzaguinha,Lindo Studio na Praia do Gonzaguinha,3,Estúdio,2,1,Ar-condicionado,Cozinha,Elevador,Self check-In,4.94,34,Novo preço mais baixo,152.0,354.0
77,41007802,2021-02-12,2021-02-14,Itararé,"SEJAFELIZ 20 MTS PRAIA
WIFI- AR CONDICIONADO",2,Estúdio,1,1,Wi-Fi,Ar-condicionado,Cozinha,Elevador,4.75,4,Novo preço mais baixo,165.0,409.0
78,45515129,2021-02-12,2021-02-14,Ponta da Praia,Kitnet Aconchegante 1 quadra da Praia.,4,Estúdio,2,1,Wi-Fi,Cozinha,Estacionamento gratuito,Elevador,5.0,8,Novo preço mais baixo,156.0,411.0
79,44025658,2021-02-12,2021-02-14,José Menino,"Ap charmoso em Santos, com wifi,vaga pé na areia.",4,1,2,2,Wi-Fi,Piscina,Cozinha,Estacionamento gratuito,4.71,14,Novo preço mais baixo,200.0,519.0
80,46711040,2021-02-12,2021-02-14,Boqueirão,Recanto praiano (“pé na areia”) 🌊☀️,4,1,3,1,Wi-Fi,Cozinha,Estacionamento gratuito,Permitido animais,5.0,3,Novo preço mais baixo,228.0,616.0
81,42069520,2021-02-12,2021-02-14,Balneario Praia do Pernambuco,Quarto Casal Praia do Pernambuco,3,1,1,1 compartilhado,Wi-Fi,Ar-condicionado,Piscina,Estacionamento gratuito,4.91,11,Novo preço mais baixo,245.0,490.0
82,39221182,2021-02-12,2021-02-14,Aparecida,Apartamento Praça do Sapo,4,1,1,1 e meio,Ar-condicionado,Piscina,Cozinha,Estacionamento gratuito,4.85,26,Novo preço mais baixo,292.0,679.0
83,35258533,2021-02-12,2021-02-14,José Menino,Lindo e aconchegante apartamento em Santos,4,1,2,1,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.94,33,Raridade,455.0,1059.0000000000002
84,45702799,2021-02-12,2021-02-14,Guilhermina,Kit em frente a Praia da Guilhermina PG com WI-FI,4,1,3,1,Wi-Fi,Cozinha,Estacionamento gratuito,Elevador,5.0,10,Novo preço mais baixo,209.0,483.0
85,2339367,2021-02-12,2021-02-14,Cidade Ocian,Wi-fi e  vaga.  Pertíssimo da praia e comércio!,4,1,3,1,Wi-Fi,Cozinha,Estacionamento gratuito,Máquina de Lavar,5.0,4,Novo preço mais baixo,149.0,377.0
86,35083002,2021-02-26,2021-02-28,Pitangueira,"Apartamento bem localizado, no Guarujá !!!!",4,1,3,1,Wi-Fi,Cozinha,Elevador,Máquina de Lavar,4.69,55,Novo preço mais baixo,211.0,511.0
87,39646858,2021-02-26,2021-02-28,Centro,AP 52 • 01 QUADRA DA PRAIA DAS PITANGUEIRAS,4,2,2,1,Wi-Fi,Cozinha,Permitido animais,Elevador,4.71,41,Raridade,237.0,593.0
88,21458651,2021-02-26,2021-02-28,Vila Julia,"Apto, 1 quarto, amplo, ar cond, vent , tvs, wi-fi",4,1,3,2,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.58,31,Novo preço mais baixo,182.0,514.0
89,46989665,2021-02-12,2021-02-14,José Menino,Acolhedor e charmoso a 50 metros da praia,3,1,2,1,Wi-Fi,Cozinha,Estacionamento gratuito,Self check-In,5.0,4,Novo preço mais baixo,155.0,450.0
90,30771956,2021-02-12,2021-02-14,Parque Enseada,Apê na enseada com wi-fi.,5,1,5,1,Wi-Fi,Cozinha,Estacionamento gratuito,Elevador,4.9,21,Novo preço mais baixo,264.0,628.0
91,45884578,2021-02-26,2021-02-28,Itararé,"Lindo Kit Novíssimo, Pé na Areia no Itararé.",2,Estúdio,4,1,Wi-Fi,Elevador,Vista para o mar,Vista para as águas,5.0,12,Novo preço mais baixo,155.0,389.0
92,22157785,2021-02-26,2021-02-28,Jardim Vitoria,Quarto Clássico e Romântico - Room Two Dom Pedro,2,1,1,1 privado,Wi-Fi,Elevador,Ar-condicionado,Piscina,5.0,7,Novo preço mais baixo,168.0,412.0
93,45740885,2021-02-26,2021-02-28,Ilha Porchat,"Ilha Porchat, com vista deslumbrante para o mar.",2,1,1,1,Wi-Fi,Vista para o mar,Cozinha,Estacionamento gratuito,5.0,12,Novo preço mais baixo,293.0,685.0
94,22105045,2021-02-26,2021-02-28,Balneario Cidade Atlantica,Quarto confortável na Enseada - Room One Colômbia,5,1,3,1 compartilhado,Wi-Fi,Elevador,Ar-condicionado,Piscina,4.95,40,Novo preço mais baixo,179.0,432.0
95,31276478,2021-02-19,2021-02-21,Centro,Apartamento de luxo - 50 m da praia - wifi 35 mega,4,Estúdio,1,1,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,4.89,36,Novo preço mais baixo,204.0,468.0
96,23071620,2021-02-19,2021-02-21,Jardim Las Palmas,SENSACIONAL COBERTURA C/PISCINA NA PRAIA,6,3,4,2 e meio,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.76,47,Novo preço mais baixo,552.0,1244.0
97,28231284,2021-02-19,2021-02-21,Centro,"Guarujá Pitangueiras Beach , a pérola do atlântico",3,1,1,1,Cozinha,Elevador,Self check-In,Vista para as águas,4.79,19,Novo preço mais baixo,262.0,673.0
98,20590298,2021-02-19,2021-02-21,Jardim Santa Genoveva,APTO INTEIRO e confortável - Praia da Enseada.,6,2,5,1,Wi-Fi,Cozinha,Estacionamento gratuito,Elevador,4.89,85,Novo preço mais baixo,245.0,609.0
99,39397199,2021-02-19,2021-02-21,Casa inteira em Balneario Praia do Perequê,Sobrado em Guarujá / 5 min. Praia do Pernambuco,7,2,2,1 e meio,Ar-condicionado,Cozinha,Estacionamento gratuito,Permitido animais,4.6,5,Novo preço mais baixo,212.0,514.0
100,29256883,2021-02-19,2021-02-21,Parque Enseada,"Guarujá , Enseada,  Proximo da Praia.",5,2,3,2 e meio,Wi-Fi,Ar-condicionado,Piscina,Cozinha,4.89,46,Novo preço mais baixo,365.0,730.0
101,31436143,2021-02-19,2021-02-21,Santos,BOOK SANTOS - Unlimited 1710 - Beira Mar c/ vista,4,1,2,1,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.89,35,Raridade,313.0,756.0
102,14995706,2021-02-12,2021-02-14,Guarujá,"Um por andar, decorado melhor da enseada",8,3,6,3,Piscina,Estacionamento gratuito,Wi-Fi,Ar-condicionado,4.68,83,Novo preço mais baixo,426.0,1046.0
103,31436143,2021-02-19,2021-02-21,Santos,BOOK SANTOS - Unlimited 1710 - Beira Mar c/ vista,4,1,2,1,Wi-Fi,Elevador,Self check-In,Vista para o mar,4.89,35,Raridade,313.0,756.0
104,30282988,2021-02-19,2021-02-21,Itarare,"Studio em São Vicente , Sp , Praia dos milionários",3,Estúdio,2,1,Wi-Fi,Elevador,Self check-In,Vista para o mar,4.89,9,Novo preço mais baixo,240.0,479.0
105,47135379,2021-02-19,2021-02-21,Embaré,Quarto e sala no Embaré Canal 4,4,1,2,1,Wi-Fi,Self check-In,Ar-condicionado,Cozinha,5.0,6,Novo preço mais baixo,134.0,377.0
106,23071620,2021-02-19,2021-02-21,Jardim Las Palmas,SENSACIONAL COBERTURA C/PISCINA NA PRAIA,6,3,4,2 e meio,Wi-Fi,Elevador,Lava-louças,Máquina de Lavar,4.76,47,Novo preço mais baixo,552.0,1244.0
107,24287304,2021-02-19,2021-02-21,Canto do Forte,Apartamento de sonho,5,Estúdio,1,1,Elevador,Academia,Máquina de Lavar,Cozinha,4.8,46,Novo preço mais baixo,171.0,342.0
108,47517305,2021-02-19,2021-02-21,Gonzaga,Book Santos - Estanconfor 2010 - Sacada ampla com a melhor vista Mar,4,1,1,1,Wi-Fi,Elevador,Self check-In,Vista para o mar,4.5,10,Raridade,356.0,841.0
109,44593752,2021-02-19,2021-02-21,Centro,Flat linda vista a uma quadra Praia Pitangueiras,5,1,1,1,Elevador,Vista para o mar,Piscina,Cozinha,4.7,10,Novo preço mais baixo,308.0,616.0
110,24621132,2021-02-12,2021-02-14,José Menino,Lindo e aconchegante apto com vista em Santos,6,1,8,1,Wi-Fi,Elevador,Self check-In,Vista para o mar,4.81,48,Novo preço mais baixo,228.0,616.0
111,46827242,2021-02-12,2021-02-14,Cidade Ocian,Apto confortável  perto da praia⛱🌊 até 6 pessoas,6,1,2,1,Vista para o mar,Ar-condicionado,Cozinha,Estacionamento gratuito,5.0,4,Novo preço mais baixo,211.0,502.0
112,41665094,2021-02-12,2021-02-14,Embaré,Ap. Santos 100m Praia Até 7 Hóspedes Mesmo Valor,11,2,7,1 e meio,Ar-condicionado,Cozinha,Estacionamento gratuito,Permitido animais,4.43,8,Novo preço mais baixo,125.0,399.0
113,31445374,2021-02-12,2021-02-14,São Vicente,Kitnet com vista Magnífica  para o Mar São Vicente,6,1,5,1,Elevador,Vista para o mar,Máquina de Lavar,Cozinha,5.0,9,Novo preço mais baixo,216.0,581.0
114,22447300,2021-02-26,2021-02-28,Centro,"Suíte independente em Flat, à 100 metros da praia",2,1,1,1 privado,Elevador,Academia,Ar-condicionado,Piscina,4.84,25,Novo preço mais baixo,189.0,377.0
115,31191835,2021-02-12,2021-02-14,Gonzaga,1 quadra da praia Gonzaga c/ manobrista 24hs wi-fi,4,2,2,1,Wi-Fi,Elevador,Self check-In,Secadora,5.0,4,Novo preço mais baixo,291.0,682.0
116,22249203,2021-02-12,2021-02-14,Praia Grande,Apto 2 dormitórios frente ao mar (Praia Grande),8,2,6,2,Wi-Fi,Elevador,Self check-In,Vista para o mar,4.95,56,Raridade,343.0,806.0
117,43714922,2021-02-12,2021-02-14,Jardim Enseada,Apartamento Zen...02,6,3,8,3,Wi-Fi,Elevador,Secadora,Máquina de Lavar,4.86,7,Novo preço mais baixo,581.0,1301.0
118,44938747,2021-02-12,2021-02-14,Vila Julia,Cobertura a 250m da Praia da Enseada - Guarujá,8,3,4,3,Wi-Fi,Ar-condicionado,Cozinha,Estacionamento gratuito,5.0,6,Novo preço mais baixo,296.0,742.0
119,16454482,2021-02-19,2021-02-21,Praia Grande,Apto. Alto Padrão na Praia Grande (Aviação),5,1,4,1,Wi-Fi,Elevador,Self check-In,Cozinha,4.94,84,Novo preço mais baixo,206.0,502.0
